function,module,description,startLine,endBoundaryLine,bodyBoundarySha256,callOccurrences,if,else,switch,case,for,while,catch,return,throw,ternaryTokensApprox,calls
avatarFoundationDiagnostics,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",346,364,be5757adc3fdc5e73ce9508cf2e443e9f5d31d2ade40e860bb280165b9ad7c67,1,0,0,0,0,0,0,0,1,0,11,registerVisualAsset
stableBuildId,00a-visual-foundation-avatar-v2.js,"Registro central de assets, LOD gerenciado, orçamento visual e esquema de avatar V2",365,370,ce3555674ee96f5630c7f2d0c350b71e53e130e8a18f9841bb756c408c7a61bf,0,0,0,0,0,1,0,0,1,0,0,
normalizeBuildRecord,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",371,377,2eebf9ce7229e95ba1b69ca9de450839f47202f184b8d2c4d3f977b602d3cfcf,1,2,0,0,0,0,0,0,3,0,1,stableBuildId
normalizeBuildList,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",378,386,3a18ac16dd7a7d5191ae56587aee227bf94d681b49c10e519bc5b9407600c464,1,2,0,0,0,0,0,0,2,0,1,normalizeBuildRecord
normalizeBuildTombstones,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",387,395,dff0040336cb50a01eae62311ecad59a80d58625d5ba7fb546f6b8e933c0f03b,0,3,0,0,0,0,0,0,3,0,3,
mergeBuildTombstones,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",396,396,6cad60d049d9f93dd676ff8649102dbd26b69cb0178af1c42f813bd3692c0e0f,1,0,0,0,0,0,0,0,1,0,0,normalizeBuildTombstones
applyBuildTombstones,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",397,400,d18192d829fa546a7d4e37df2c55451ce210cd22ddf16b3824b74441152100f6,2,0,0,0,0,0,0,0,1,0,0,normalizeBuildList | normalizeBuildTombstones
mergeBuildCollections,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",401,403,6f045312fb41bba92450712099fd7b645be116adb18255ea6b92d2613fcd217b,2,0,0,0,0,0,0,0,1,0,0,applyBuildTombstones | normalizeBuildList
mergeEntityCollections,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",404,483,d6b0c5f9a42897be15c4c0582824b0c48f5ccb94c2fecc3be8c039267d7ea589,1,2,0,0,0,0,0,0,2,0,3,defaultAvatarV2
normalizeState,01-build-persistence.js,"Normalização, merge, tombstones e persistência das construções",484,541,9735ea2b81354860cc6cfc416eae57694c8f79f698467dae6c7801e652a89d58,3,2,0,0,0,0,0,0,1,0,55,applyBuildTombstones | normalizeAvatarV2 | normalizeBuildTombstones
loadState,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",542,590,3bc6fab870b5d4e2d380772dc2284f705cb601f73a56e84169ca53ccca3d218e,6,10,2,0,0,1,0,4,5,0,5,ensureDailyChallenges | normalizeState | updateDailyBadge | updateHUD | updateLobbyStats
commitState,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",591,607,023e9ab7e3cc6c20286dc2daf78f8e1f5e3f833e30aa9f3a5baa93dfb94ed37e,7,0,0,0,0,0,0,2,2,0,1,applyBuildTombstones | ensureDailyChallenges | normalizeBuildTombstones | syncCloudProgress | syncGameAccount | updateDailyBadge | updateLobbyStats
saveState,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",608,615,e8ccd3f1f8819254e66392f2f7ccf4aa3994b747245187aa41d8b272ace78b05,1,1,0,0,0,0,0,0,2,0,0,commitState
cloudProgressPayload,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",616,624,49c948d2888f2acc7409ecf00c1c9c2338d16b9d8a999d5b5dd77c12f33dc083,0,0,0,0,0,0,0,0,1,0,19,
syncCloudProgress,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",625,628,8adb4408e593f8a7a0aa4ae2de439f4a26e3e5f00f4b7b6047d4e3e0d4531990,2,1,0,0,0,0,0,0,2,0,2,cloudProgressPayload | hasValidPlayerName
mergeCloudProgress,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",629,650,6eaee1d4b69518bbd1d1e9f7910f3709b12bfe13a02b34de6431db28fc291590,12,3,0,0,0,0,0,1,3,0,40,mergeBuildCollections | mergeBuildTombstones | mergeEntityCollections | normalizeAvatarV2 | normalizeState | reconcileWorldBuilds | syncCloudProgress | toast | updateHUD | updateLobbyStats | updatePlayerNameUI
accountLinked,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",651,651,cbcddbf8b56c3a2848aacdf14d4a5561d2b2ad7be4d96d443da6f908f64835d8,0,0,0,0,0,0,0,0,1,0,1,
accountPromptWasHandled,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",652,652,2f6a4b795fb8c51748605735ca7afd0b962665a19541f04fcbf58812a4f38f2f,0,0,0,0,0,0,0,0,1,0,0,
accountStatusText,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",653,669,8e7d990c2d7567743c75da6242103e6f028a9c4f0e2973313bfb9202b17a61fd,2,4,0,0,0,0,0,0,7,0,7,accountLinked | publicPlayerName
syncGameAccount,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",670,724,e9eee0e46c43db4324798c240743ae4b697433636778ec30647e639e46b0fd24,14,17,0,0,0,0,0,1,12,10,20,accountLinked | applyPlayerName | commitState | normalizeState | publicPlayerName | sanitizePlayerName | saveState | updateHUD | updateLobbyStats | updatePlayerNameUI
openAccountForm,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",725,733,1c8bd4ddafe1c55beca48e0ffeaf1ef1620606b83aeb955055ec100555a67d4a,5,4,2,0,0,0,0,1,1,0,9,closeModal | escapeHtml | openAccountCenter | openModal | toast
openAccountCenter,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",734,742,99dd07db893c05d0e698cf88a924a4f05d7658e66d0777b5ed102ec08fc2694b,11,1,0,0,0,0,0,0,0,0,12,accountLinked | closeModal | escapeHtml | openAccountForm | openAccountLogoutGate | openModal | openPlayerNameModal | saveState | syncGameAccount | toast
openAccountLogoutGate,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",743,749,eef6b5fd5c55beda2db53fcb9e2ab9f837233dff5ab5268f0445de157d9bb7ad,4,2,0,0,0,0,0,0,1,0,2,closeModal | openAccountCenter | openModal | toast
addXP,02-state-save-cloud-account.js,"Estado, save local, IndexedDB, nuvem e conta",750,760,f0b9b73cd1df59f0d291751f7f325aee836734afefe33809744504e4b734682b,4,1,0,0,0,0,0,0,0,0,0,awardMedal | saveState | toast | updateHUD
addCoins,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",761,764,d14e01b57c4f87de9ee15570796241ce74e0c52f8cdb25a0151acdfd1068d705,2,0,0,0,0,0,0,0,0,0,0,saveState | updateHUD
addReputation,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",765,768,33b7783fd507b5d183e379b40cdb261ee5b62d952459153285eafec872d6803d,2,0,0,0,0,0,0,0,0,0,0,saveState | updateHUD
awardMedal,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",769,774,cdf303f815dd2b500bad8d6c06f56748f3e37330613f2053a38eeb195ae8ddc1,2,1,0,0,0,0,0,0,1,0,0,saveState | toast
setFlag,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",775,781,dce2ffaa9f2e031e0c5ce2621ceddae413b756f81a3fbdddce117a6da0506228,2,1,0,0,0,0,0,0,1,0,0,evaluateMissions | saveState
showScreen,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",782,786,74b14eca640899d9af86eca51015759a3ae53f8c8bf1308ff6110a8aade59b30,1,0,0,0,0,0,0,0,0,0,0,updateInstallUI
toast,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",787,792,162f60ddcfee544cf2ef4fda292a872423cfc7ac4c8a529245788c27749ca8d5,0,0,0,0,0,0,0,0,0,0,0,
vibrate,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",793,795,34b0fcf685678b3725fa78c6b594ab9237817b93d663be4cbc7e707c508e3627,0,1,0,0,0,0,0,0,0,0,0,
beep,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",796,810,7641e79fcbc4fa97c74ba21eaa045a7df6809cebff9c70ab590d32f89a24cc81,0,2,0,0,0,0,0,1,2,0,0,
openModal,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",811,825,bc77fbfd5594f90a4150a28f40c4df65f5089bf749002969789a5a74afab8e43,1,3,0,0,0,0,0,0,0,0,4,scheduleStableResize
closeModal,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",826,843,180c51e9a3476ff02130ab90b5ad5b22a18c4eb91414e497a4be2165519a1bcb,4,4,1,0,0,0,0,0,0,0,4,cancelFishingSession | clearExtensionPreview | startEngineSound | stopFishingVisual
confirmModal,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",844,857,eac0174669e738a656e9fd2661e2b2666df9321c68e019f5750cbff8711cd2fb,4,1,0,0,0,0,0,0,1,0,1,closeModal | openModal
updateInstallUI,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",858,905,43ca89e641ba00e175bc20ffd9eedf5fbbddc77ce7587393fe778006662d0a4d,2,5,0,0,0,0,0,0,2,0,5,openModal | toast
isOfficialOtthiGameAddress,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",906,1032,f97a5c2f41b790f337fdeb8a6276a2936da737bb1b4c0f204686f642046d0f85,7,17,1,0,0,0,0,8,12,1,7,openModal | saveState | toast | updateInstallUI
localDateKey,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",1033,1033,f24870fde3d3a6cbe887725bbf09616a26faf466ed816c667f691d9dca98fa23,0,0,0,0,0,0,0,0,1,0,0,
daysBetween,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",1034,1034,a52cda6a525bfbcf374883b7a983ec9b577afa1fa52be8ac47cfa3ee4888799e,0,1,0,0,0,0,0,0,2,0,0,
ensureDailyChallenges,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",1035,1035,45c4292810d49031ee346144ac0c40e88d942a54db08fde05cba9f3d0ed443e4,3,1,0,0,0,0,1,0,1,0,3,daysBetween | localDateKey | saveState
dailyDefinition,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",1036,1036,186449dc3f6d3322c456a70aef0bed47167b264c7d8b32478a5764ceb5299d91,0,0,0,0,0,0,0,0,1,0,0,
trackDaily,03-ui-modal-install-pwa.js,"Economia, flags, telas, modais, feedback, instalação e PWA",1037,1042,daa968cdb1b1791548c36aa2fc53d0b4502cca1c75700887a9e5f969b2a558a6,3,5,0,0,0,1,0,0,1,0,0,ensureDailyChallenges | saveState | updateDailyBadge
updateDailyBadge,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1043,1043,4ba20e166bc7fffc0d3c68ea498a51151a29c43ecd012379adbb4db627f24c07,1,2,0,0,0,0,0,0,1,0,1,ensureDailyChallenges
claimDailyQuest,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1044,1057,16ca2fb6aae14083cf4af4b0966ca30eeb2a886ccc20e342d30a30cc9c93dfb7,9,1,0,0,0,0,0,0,1,0,1,addCoins | addReputation | addXP | beep | dailyDefinition | openDailyChallenges | saveState | toast | vibrate
seeded,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1058,1058,1319f2287dd6d17f3249d661b9ccd1e0570aced548c2a22f4c34a5cceb90c7a3,0,0,0,0,0,0,0,0,1,0,0,
shuffled,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1059,1059,f5ba217d0c1b7351f0c351f162b97a6fd7c040f3c31ab2414b56fd5025e124da,0,0,0,0,0,0,0,0,1,0,0,
choiceSet,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1060,1060,f0e3d380b81a25743a6ec12ef46bd95a3eabb66b776dcb9dc58449c78a739e2e,2,0,0,0,0,0,0,0,1,0,0,shuffled
mathRound,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1061,1069,cb4e37719f10ede6dd4b1ff7267304d38d5d572308beb5b8dd68be0e37a58b81,4,5,0,0,0,0,0,0,6,0,8,choiceSet
portugueseRound,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1070,1078,8ce27614b02591038517ef164d3db00c52b68a45e8f72fefbe62296e361cf343,5,5,0,0,0,0,0,0,6,0,6,choiceSet | shuffled
englishRound,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1079,1087,9908ca6746f7842521a7022c9d7c42a9dd53aab96166aa861ad17a04e85421a8,5,5,0,0,0,0,0,0,6,0,2,choiceSet
generateEducationRounds,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1088,1088,28f0df96294862151095cffeb6f7d5a1108efddb10d1b85f6678f10a2630996a,1,0,0,0,0,0,0,0,1,0,2,seeded
subjectLevelRecord,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1089,1089,95015b357984a841f0191b122fe466702923922ecd01495cffddce766f18c16a,0,0,0,0,0,0,0,0,1,0,0,
subjectUnlocked,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1090,1090,d052304da0885e4d3b3fbc3f13fa65bffd5ba7dd84fa0fd1fa9336b9f57c9638,1,0,0,0,0,0,0,0,1,0,0,subjectLevelRecord
educationSummary,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1091,1091,eadeaa0d7fdd42e56a9133be5bb845c571c8aed009b6df11f55339893434162b,1,1,0,0,0,2,0,0,1,0,0,subjectLevelRecord
speakKidWord,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1092,1092,d35e7d0651948db93552b555d3c894120cb44bdeba8e3307f8ce1a49b98d3920,0,0,0,0,0,0,0,1,0,0,0,
dailyChallengesHtml,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1093,1093,1758fae4f4623b7585c3edb5c03fa496c71a6489eaafafcb0a629bd6e86e31f5,2,0,0,0,0,0,0,0,2,0,5,dailyDefinition | ensureDailyChallenges
educationSubjectHtml,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1094,1094,1a6b235640a8a6a9d25e1654ff52a6449f092c19fa97bba61af109988459c457,2,0,0,0,0,0,0,0,2,0,6,subjectLevelRecord | subjectUnlocked
openEducationHub,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1095,1104,5aab4e342499a7fe3d23ec9f8169a0c60c29934abf17db6772c05ad8105d22d3,10,5,0,0,0,0,0,0,4,0,8,claimDailyQuest | dailyChallengesHtml | educationSubjectHtml | educationSummary | ensureDailyChallenges | openModal | openSocialHub | playerDisplayName | startSoloEducationGame
openChallengeHub,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1105,1105,a34cdb9eeb74773ee6e2699bfe73f436fc509eba075a3b0e4afe5b26dbb2b611,1,0,0,0,0,0,0,0,0,0,1,openEducationHub
openDailyChallenges,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1106,1106,7f1d0505db90ee99dd2ae316ea3dc980eed069445bbdfe07ba9206abe0c5fd7e,1,0,0,0,0,0,0,0,0,0,0,openEducationHub
runEducationGame,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1107,1120,9cc111fec96ac5404c6a9a4e4049ab5e20099ccfbf5bbebfd27e55526b77186f,12,6,1,0,0,0,0,0,4,0,9,addXP | beep | escapeHtml | finishSoloEducationGame | generateEducationRounds | openModal | speakKidWord
startSoloEducationGame,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1121,1121,f2bc35abc4bc0a470f453b8d01df32b9efbd92176929403e44a24b7a9f73bbd7,3,0,0,0,0,0,0,1,0,0,0,closeChallengePrompt | runEducationGame | toast
finishSoloEducationGame,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1122,1124,057713f886c30f8f177f72c869aaac7df69be1a27ea9226184dc79539738efce,11,2,1,0,0,0,0,0,0,0,6,addCoins | addXP | awardMedal | openEducationHub | openModal | saveState | startSoloEducationGame | subjectLevelRecord
startCinematicEmote,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1125,1127,344134866ae5365e6be02f99b8265335337b3959dfa45bbf47489ad4ceb76ffd,0,1,0,0,0,0,0,0,1,0,0,
triggerEmote,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1128,1138,c10609ef6f1b21e0c2023565ea6d859ae2c386f5891e9255e635f18c6da399a1,5,4,0,0,0,0,0,0,0,0,4,addXP | beep | startCinematicEmote | toast | vibrate
openQuiz,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1139,1141,760b3e3a3b448120eeceb4ec53e3b5662e77489b6fc0f834cea773295abec6f4,1,0,0,0,0,0,0,0,0,0,0,openEducationHub
openCollection,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1142,1160,02540829698762db9439e5ee3698825ffb8193a47e75b4031bb397badd592f58,1,0,0,0,0,0,0,0,0,0,1,openModal
effectiveAvatarUniform,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1161,1168,577cbb79a9a7e8c2feab8d7bd3b48f8678c8853ee9b4a527420753b57934644d,0,1,0,0,0,0,0,0,2,0,3,
avatarChoiceGroup,04-education-daily-quiz.js,"Desafios diários, educação, quiz e coleção",1169,1173,79d270ecaba86e81ca2f75573f0bbb24c9aef602c5a9a5711e01941702cad541,1,0,0,0,0,0,0,0,1,0,5,effectiveAvatarUniform
openAvatarStudio,05-avatar-life-customization.js,"Avatar, roupas, uniformes, vida, moldes e ajuda",1174,1183,e7a5aaf56c80c2d9327516ed5cc73c2591ef954e12909e480dd7a17d129728ae,14,0,0,0,0,0,0,0,0,0,2,applyAvatarCustomization | avatarChoiceGroup | closeModal | normalizeAvatarV2 | openModal | playerDisplayName | saveState | setFlag | toast | updateAvatarV2LegacyChoice
openLifePanel,05-avatar-life-customization.js,"Avatar, roupas, uniformes, vida, moldes e ajuda",1184,1199,cb1aec56636d7aa627fe46891f21e4729225304f81f3ec49eb3794c784238faa,3,2,0,0,0,1,0,0,0,0,1,closeModal | openModal | toast
openMolds,05-avatar-life-customization.js,"Avatar, roupas, uniformes, vida, moldes e ajuda",1200,1202,7d5589517ad570ca39b546026b25955780bbe71396068cc1d4847f76d9bb51a5,2,0,0,0,0,0,0,0,0,0,0,openModal | playerDisplayName
openHow,05-avatar-life-customization.js,"Avatar, roupas, uniformes, vida, moldes e ajuda",1203,1301,dea39d2e950108786717039dd71d5ba93c86520de197ab6474da7ed200799ca5,1,0,0,0,0,0,0,0,0,0,0,openModal
deriveMissionFlags,05-avatar-life-customization.js,"Avatar, roupas, uniformes, vida, moldes e ajuda",1302,1313,5071f2d1b8cb9878d509a86293d9991a7801b70cf2445dba09abfc7756113b7d,0,0,0,0,0,0,0,0,0,0,1,
evaluateMissions,05-avatar-life-customization.js,"Avatar, roupas, uniformes, vida, moldes e ajuda",1314,1331,95b41091544d7944944f6c0cd29a372d1c718be2e31189b51e2486511860b230,5,2,0,0,0,1,0,0,0,0,3,addCoins | awardMedal | deriveMissionFlags | toast | updateMissionHUD
updateMissionHUD,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1332,1352,1e22e8ca5b33122cf60acc6cc13c5cf1297ed6a80ec00973d605ef390ddbcdc3,3,3,0,0,0,0,0,0,3,0,3,activeJobProgress | coopMissionProgressLabel | playerText
objectiveStatusLabel,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1353,1353,f5cb500988025448bef8d81ddbf3ed6bf30c921042ce1ef6bbd15519d7f577b6,0,0,0,0,0,0,0,0,1,0,1,
skillMasterySummary,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1354,1354,d6a50bd8331eb7b9707b773b5013b9b3fb1096c88d83bb0425bcb83b8775b0fc,0,0,0,0,0,0,0,0,1,0,1,
pinChapter,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1355,1355,730e0bb570acb33b7ec6676ff1d8c29671bc95e65f543553b84ba02a61dd20dc,4,0,0,0,0,0,0,0,0,0,1,evaluateMissions | saveState | toast | updateMissionHUD
openObjectivesPanel,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1356,1363,2484e9567cc95836f425d7d5c94a3ac528d175dd231a5785a2d48c2f4516ab8b,11,0,0,0,0,0,0,0,1,0,21,activeCoopMission | activeJobProgress | coopMissionBriefingMarkup | deriveMissionFlags | focusActiveJob | missionBriefingMarkup | openModal | pinChapter | playerText | skillMasterySummary
sanitizePlayerName,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1364,1364,b107c5b4cd393643459918f0c4874ba03f365bc7259a8ab83fa9a0cfa0bd9be4,0,0,0,0,0,0,0,0,1,0,0,
hasValidPlayerName,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1365,1365,73c3b68af88c0b16265afac8ad0b98589ddb79b351c1f039f52baaa1dea1b728,1,0,0,0,0,0,0,0,1,0,0,sanitizePlayerName
playerDisplayName,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1366,1366,a9b5dd1c024eb709bd424944d0136077787a78ea6396f43a578a472aa91f9e20,2,0,0,0,0,0,0,0,1,0,1,hasValidPlayerName | sanitizePlayerName
playerText,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1367,1367,2af737b2b5ac72a166fb4eaa81d9f9ec3f54260a743dbbf21f47c658b2bd1b9d,4,0,0,0,0,0,0,0,1,0,0,playerDisplayName
updatePlayerNameUI,06-missions-profile-hud-inventory-tools.js,"Missões, objetivos, perfil, HUD, inventário e ferramentas",1368,1368,cd63aa64f5dd80d47ad9384e6cc350b20efc0bc4774bd067f509817d9cea153e,7,7,0,0,0,0,0,0,0,0,8,accountStatusText | hasValidPlayerName | playerDisplayName
